seqnames	start	end	width	strand	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest	id
chromosome	2650933	2653196	2264	*	GacA-1_peak_204	1244	2653002	2653115	+	includeFeature	-2069	81	NearestLocation	PSPPH_2286
chromosome	2650933	2653196	2264	*	GacA-1_peak_204	1245	2653002	2653115	+	includeFeature	-2069	81	NearestLocation	PSPPH_2286
chromosome	2676771	2677225	455	*	GacA-1_peak_205	4492	2675617	2676720	-	upstream	-51	51	NearestLocation	PSPPH_2308
chromosome	2682285	2683064	780	*	GacA-1_peak_206	1258	2683016	2684275	+	overlapStart	-731	48	NearestLocation	PSPPH_2312
chromosome	2685204	2685915	712	*	GacA-1_peak_207	4489	2684338	2685204	-	overlapStart	0	0	NearestLocation	PSPPH_2313
chromosome	2703469	2704154	686	*	GacA-1_peak_208	1266	2704143	2705966	+	overlapStart	-674	11	NearestLocation	PSPPH_2329
chromosome	2706600	2706771	172	*	GacA-1_peak_209	1268	2706626	2706701	+	includeFeature	-26	26	NearestLocation	PSPPH_2331
chromosome	2710063	2710240	178	*	GacA-1_peak_210	1270	2710268	2712199	+	upstream	-205	28	NearestLocation	PSPPH_2337
chromosome	2735008	2735325	318	*	GacA-1_peak_211	4467	2734365	2735132	-	overlapStart	124	124	NearestLocation	PSPPH_2358
chromosome	2735926	2736311	386	*	GacA-1_peak_212	4466	2735465	2735890	-	upstream	-36	36	NearestLocation	PSPPH_2359
chromosome	2766093	2766233	141	*	GacA-1_peak_213	1305	2766306	2766782	+	upstream	-213	73	NearestLocation	PSPPH_2385
chromosome	2770642	2770947	306	*	GacA-1_peak_214	4457	2770464	2771006	-	inside	364	59	NearestLocation	PSPPH_2391
chromosome	2771900	2772197	298	*	GacA-1_peak_215	4456	2771397	2772119	-	overlapStart	219	78	NearestLocation	PSPPH_2392
chromosome	2773974	2774406	433	*	GacA-1_peak_216	1310	2774341	2775060	+	overlapStart	-367	65	NearestLocation	PSPPH_2395
chromosome	2782462	2782665	204	*	GacA-1_peak_217	4451	2781739	2782506	-	overlapStart	44	44	NearestLocation	PSPPH_2405
chromosome	2866752	2866972	221	*	GacA-1_peak_218	1376	2866985	2868508	+	upstream	-233	13	NearestLocation	PSPPH_2483
chromosome	2869808	2870676	869	*	GacA-1_peak_219	1378	2869906	2870598	+	includeFeature	-98	78	NearestLocation	PSPPH_2485
chromosome	2871210	2871933	724	*	GacA-1_peak_220	4431	2871996	2872499	-	downstream	1289	63	NearestLocation	PSPPH_2486
chromosome	2892625	2892798	174	*	GacA-1_peak_221	1390	2892817	2893830	+	upstream	-192	19	NearestLocation	PSPPH_2506
chromosome	2896793	2897040	248	*	GacA-1_peak_222	4422	2896599	2896949	-	overlapStart	156	91	NearestLocation	PSPPH_2509
chromosome	2904561	2905016	456	*	GacA-1_peak_223	4418	2901025	2904519	-	upstream	-42	42	NearestLocation	PSPPH_2515
chromosome	2936670	2937030	361	*	GacA-1_peak_224	4410	2934900	2936543	-	upstream	-127	127	NearestLocation	PSPPH_2545
chromosome	2943662	2943827	166	*	GacA-1_peak_225	1423	2943022	2943606	+	downstream	640	56	NearestLocation	PSPPH_2551
chromosome	2945264	2945400	137	*	GacA-1_peak_226	1424	2945322	2946200	+	overlapStart	-58	58	NearestLocation	PSPPH_2553
chromosome	2960300	2960443	144	*	GacA-1_peak_227	1428	2960550	2961689	+	upstream	-250	107	NearestLocation	PSPPH_2569
chromosome	2992791	2993041	251	*	GacA-1_peak_228	4381	2991506	2992837	-	overlapStart	46	46	NearestLocation	PSPPH_2596
chromosome	3023697	3023831	135	*	GacA-1_peak_229	1451	3023839	3026145	+	upstream	-142	8	NearestLocation	PSPPH_2621
chromosome	3082330	3082477	148	*	GacA-1_peak_230	1477	3082614	3083465	+	upstream	-284	137	NearestLocation	PSPPH_2660
chromosome	3091589	3091780	192	*	GacA-1_peak_231	4349	3091709	3091975	-	overlapEnd	386	71	NearestLocation	PSPPH_2669
chromosome	3092158	3092385	228	*	GacA-1_peak_232	1486	3092364	3093380	+	overlapStart	-206	21	NearestLocation	PSPPH_2671
chromosome	3104969	3105107	139	*	GacA-1_peak_233	1492	3104229	3105080	+	overlapEnd	740	27	NearestLocation	PSPPH_2681
chromosome	3129479	3129632	154	*	GacA-1_peak_234	1506	3129622	3130419	+	overlapStart	-143	10	NearestLocation	PSPPH_2702
chromosome	3131826	3132128	303	*	GacA-1_peak_235	4335	3130812	3131927	-	overlapStart	101	101	NearestLocation	PSPPH_2704
chromosome	3132377	3132613	237	*	GacA-1_peak_236	1507	3132423	3133553	+	overlapStart	-46	46	NearestLocation	PSPPH_2705
chromosome	3161620	3161789	170	*	GacA-1_peak_237	4326	3161571	3162674	-	inside	1054	49	NearestLocation	PSPPH_2730
chromosome	3183148	3183508	361	*	GacA-1_peak_238	1540	3183394	3184770	+	overlapStart	-246	114	NearestLocation	PSPPH_2750
chromosome	3184831	3185119	289	*	GacA-1_peak_239	1541	3185009	3186793	+	overlapStart	-178	110	NearestLocation	PSPPH_2751
chromosome	3199492	3199703	212	*	GacA-1_peak_240	4321	3199071	3199517	-	overlapStart	25	25	NearestLocation	PSPPH_2763
chromosome	3203855	3204027	173	*	GacA-1_peak_241	4320	3202339	3203457	-	upstream	-398	398	NearestLocation	PSPPH_2766
chromosome	3204999	3205134	136	*	GacA-1_peak_242	4319	3204091	3205125	-	overlapStart	126	9	NearestLocation	PSPPH_2767
chromosome	3226283	3227905	1623	*	GacA-1_peak_243	4308	3225970	3227286	-	overlapStart	1003	313	NearestLocation	PSPPH_2788
chromosome	3228429	3229071	643	*	GacA-1_peak_244	4307	3227655	3228959	-	overlapStart	530	112	NearestLocation	PSPPH_2789
chromosome	3229219	3231349	2131	*	GacA-1_peak_245	4306	3229542	3229829	-	includeFeature	610	323	NearestLocation	PSPPH_2790
chromosome	3234164	3238017	3854	*	GacA-1_peak_246	1568	3234236	3235539	+	includeFeature	-72	72	NearestLocation	PSPPH_2794
chromosome	3234164	3238017	3854	*	GacA-1_peak_246	1569	3234236	3235539	+	includeFeature	-72	72	NearestLocation	PSPPH_2794
chromosome	3256446	3256809	364	*	GacA-1_peak_247	4302	3255004	3256623	-	overlapStart	177	177	NearestLocation	PSPPH_2810
chromosome	3257455	3257752	298	*	GacA-1_peak_248	1583	3257661	3258416	+	overlapStart	-206	91	NearestLocation	PSPPH_2812
chromosome	3258126	3258637	512	*	GacA-1_peak_249	1583	3257661	3258416	+	overlapEnd	465	221	NearestLocation	PSPPH_2812
chromosome	3259592	3260164	573	*	GacA-1_peak_250	4300	3258679	3259698	-	overlapStart	106	106	NearestLocation	PSPPH_2813
chromosome	3262194	3262344	151	*	GacA-1_peak_251	4298	3261068	3262171	-	upstream	-23	23	NearestLocation	PSPPH_2815
chromosome	3264084	3269017	4934	*	GacA-1_peak_252	4297	3263636	3264094	-	overlapStart	10	10	NearestLocation	PSPPH_2818
chromosome	3271650	3271961	312	*	GacA-1_peak_253	1589	3272037	3272318	+	upstream	-387	76	NearestLocation	PSPPH_2825
chromosome	3276683	3276995	313	*	GacA-1_peak_254	4290	3275015	3276636	-	upstream	-47	47	NearestLocation	PSPPH_2830
chromosome	3276683	3276995	313	*	GacA-1_peak_254	4291	3275015	3276636	-	upstream	-47	47	NearestLocation	PSPPH_2830
chromosome	3297105	3297375	271	*	GacA-1_peak_255	4277	3297228	3297338	-	includeFeature	233	37	NearestLocation	PSPPH_2853
chromosome	3298363	3298583	221	*	GacA-1_peak_256	4276	3297453	3298421	-	overlapStart	58	58	NearestLocation	PSPPH_2854
chromosome	3299893	3300369	477	*	GacA-1_peak_257	4275	3298619	3299758	-	upstream	-135	135	NearestLocation	PSPPH_2855
chromosome	3302331	3302736	406	*	GacA-1_peak_258	4274	3300408	3302369	-	overlapStart	38	38	NearestLocation	PSPPH_2856
chromosome	3316076	3316280	205	*	GacA-1_peak_259	4267	3315939	3316214	-	overlapStart	138	66	NearestLocation	PSPPH_2871
chromosome	3317929	3318181	253	*	GacA-1_peak_260	1612	3318201	3319652	+	upstream	-272	20	NearestLocation	PSPPH_2873
chromosome	3381437	3381648	212	*	GacA-1_peak_261	1634	3381823	3382836	+	upstream	-386	175	NearestLocation	PSPPH_2911
chromosome	3396083	3396225	143	*	GacA-1_peak_262	1639	3396246	3396881	+	upstream	-163	21	NearestLocation	PSPPH_2924
chromosome	3396461	3397224	764	*	GacA-1_peak_263	1640	3396878	3397354	+	overlapStart	-417	130	NearestLocation	PSPPH_2925
chromosome	3397412	3398449	1038	*	GacA-1_peak_264	1641	3397387	3397836	+	overlapEnd	25	25	NearestLocation	PSPPH_2926
chromosome	3507554	3507704	151	*	GacA-1_peak_265	1687	3507698	3508213	+	overlapStart	-144	6	NearestLocation	PSPPH_3021
chromosome	3509092	3509345	254	*	GacA-1_peak_266	4188	3508228	3509130	-	overlapStart	38	38	NearestLocation	PSPPH_3022
chromosome	3515350	3516715	1366	*	GacA-1_peak_267	1689	3515382	3516353	+	includeFeature	-32	32	NearestLocation	PSPPH_3028
chromosome	3533458	3534837	1380	*	GacA-1_peak_268	1704	3534632	3535855	+	overlapStart	-1174	205	NearestLocation	PSPPH_3043
chromosome	3593034	3593597	564	*	GacA-1_peak_269	1727	3593157	3593375	+	includeFeature	-123	123	NearestLocation	PSPPH_3096
chromosome	3593824	3594014	191	*	GacA-1_peak_270	1727	3593157	3593375	+	downstream	667	449	NearestLocation	PSPPH_3096
chromosome	3594916	3595093	178	*	GacA-1_peak_271	4145	3593492	3595765	-	inside	849	672	NearestLocation	PSPPH_3097
chromosome	3596178	3596458	281	*	GacA-1_peak_272	1728	3596372	3596656	+	overlapStart	-194	86	NearestLocation	PSPPH_3099
chromosome	3607573	3607934	362	*	GacA-1_peak_273	1738	3607998	3608411	+	upstream	-425	64	NearestLocation	PSPPH_3109
chromosome	3608544	3609147	604	*	GacA-1_peak_274	1740	3609171	3610952	+	upstream	-627	24	NearestLocation	PSPPH_3111
chromosome	3631452	3637037	5586	*	GacA-1_peak_275	4136	3631440	3631559	-	overlapStart	107	12	NearestLocation	PSPPH_3131
chromosome	3642128	3642263	136	*	GacA-1_peak_276	1755	3642398	3643519	+	upstream	-270	135	NearestLocation	PSPPH_3140
chromosome	3679474	3679636	163	*	GacA-1_peak_277	1778	3679626	3682544	+	overlapStart	-152	10	NearestLocation	PSPPH_3172
chromosome	3688041	3688624	584	*	GacA-1_peak_278	4117	3686894	3688378	-	overlapStart	337	246	NearestLocation	PSPPH_3180
chromosome	3721962	3722238	277	*	GacA-1_peak_279	4089	3720586	3722751	-	inside	789	513	NearestLocation	PSPPH_3210
chromosome	3730586	3730803	218	*	GacA-1_peak_280	4084	3730523	3730630	-	overlapStart	44	44	NearestLocation	PSPPH_3218
chromosome	3765045	3765286	242	*	GacA-1_peak_281	4075	3763465	3765036	-	upstream	-9	9	NearestLocation	PSPPH_3248
chromosome	3780852	3781255	404	*	GacA-1_peak_282	4070	3779375	3780775	-	upstream	-77	77	NearestLocation	PSPPH_3261
chromosome	3781622	3782184	563	*	GacA-1_peak_283	4069	3781442	3781702	-	overlapStart	80	80	NearestLocation	PSPPH_3262
chromosome	3788114	3788344	231	*	GacA-1_peak_284	1826	3788292	3789920	+	overlapStart	-178	52	NearestLocation	PSPPH_3269
chromosome	3821020	3821225	206	*	GacA-1_peak_285	1840	3821218	3821670	+	overlapStart	-198	7	NearestLocation	PSPPH_3297
chromosome	3853824	3854504	681	*	GacA-1_peak_286	1858	3854414	3855394	+	overlapStart	-590	90	NearestLocation	PSPPH_3329
chromosome	3856792	3857752	961	*	GacA-1_peak_287	4036	3855582	3856841	-	overlapStart	49	49	NearestLocation	PSPPH_3330
chromosome	3859838	3860803	966	*	GacA-1_peak_288	1860	3860621	3862501	+	overlapStart	-783	182	NearestLocation	PSPPH_3333
chromosome	3861529	3862675	1147	*	GacA-1_peak_289	1861	3862553	3864145	+	overlapStart	-1024	122	NearestLocation	PSPPH_3334
chromosome	3869485	3871486	2002	*	GacA-1_peak_290	1867	3871375	3871734	+	overlapStart	-1890	111	NearestLocation	PSPPH_3342
chromosome	3877626	3878510	885	*	GacA-1_peak_291	1874	3877633	3879015	+	overlapStart	-7	7	NearestLocation	PSPPH_3349
chromosome	3878721	3879186	466	*	GacA-1_peak_292	4032	3879030	3879500	-	overlapEnd	779	156	NearestLocation	PSPPH_3350
chromosome	3903965	3904111	147	*	GacA-1_peak_293	4009	3902517	3903941	-	upstream	-24	24	NearestLocation	PSPPH_3375
chromosome	3915868	3916200	333	*	GacA-1_peak_294	3997	3915334	3916809	-	inside	941	534	NearestLocation	PSPPH_3387
chromosome	3916555	3917036	482	*	GacA-1_peak_295	3997	3915334	3916809	-	overlapStart	254	227	NearestLocation	PSPPH_3387
chromosome	3945980	3946160	181	*	GacA-1_peak_296	3973	3945033	3945860	-	upstream	-120	120	NearestLocation	PSPPH_3412
chromosome	3948534	3948683	150	*	GacA-1_peak_297	1881	3948751	3949497	+	upstream	-217	68	NearestLocation	PSPPH_3417
chromosome	3977635	3978624	990	*	GacA-1_peak_298	1899	3978239	3978982	+	overlapStart	-604	358	NearestLocation	PSPPH_3443
chromosome	3978912	3979927	1016	*	GacA-1_peak_299	1900	3978976	3979560	+	includeFeature	-64	64	NearestLocation	PSPPH_3444
chromosome	4011035	4011214	180	*	GacA-1_peak_300	1912	4011243	4012694	+	upstream	-208	29	NearestLocation	PSPPH_3472
chromosome	4036062	4036200	139	*	GacA-1_peak_301	3932	4034772	4035991	-	upstream	-71	71	NearestLocation	PSPPH_3494
chromosome	4036062	4036200	139	*	GacA-1_peak_301	3933	4034772	4035991	-	upstream	-71	71	NearestLocation	PSPPH_3494
chromosome	4038492	4039311	820	*	GacA-1_peak_302	3931	4036670	4038583	-	overlapStart	91	91	NearestLocation	PSPPH_3495
chromosome	4039541	4040847	1307	*	GacA-1_peak_303	3930	4039254	4039592	-	overlapStart	51	51	NearestLocation	PSPPH_3497
chromosome	4041324	4042070	747	*	GacA-1_peak_304	3927	4042008	4042084	-	overlapEnd	760	14	NearestLocation	PSPPH_3501
chromosome	4043251	4043517	267	*	GacA-1_peak_305	1929	4043310	4043636	+	overlapStart	-59	59	NearestLocation	PSPPH_3504
chromosome	4046034	4046583	550	*	GacA-1_peak_306	3923	4046467	4046557	-	includeFeature	523	26	NearestLocation	PSPPH_3509
chromosome	4059519	4059734	216	*	GacA-1_peak_307	3913	4058523	4059554	-	overlapStart	35	35	NearestLocation	PSPPH_3520
chromosome	4066603	4066738	136	*	GacA-1_peak_308	3906	4065640	4066416	-	upstream	-187	187	NearestLocation	PSPPH_3527
chromosome	4069019	4069863	845	*	GacA-1_peak_309	1932	4069214	4069480	+	includeFeature	-195	195	NearestLocation	PSPPH_3529
chromosome	4120160	4120429	270	*	GacA-1_peak_310	3882	4118871	4120184	-	overlapStart	24	24	NearestLocation	PSPPH_3575
chromosome	4122940	4123631	692	*	GacA-1_peak_311	1958	4123261	4124055	+	overlapStart	-321	321	NearestLocation	PSPPH_3578
chromosome	4125683	4125959	277	*	GacA-1_peak_312	1959	4125159	4125812	+	overlapEnd	524	129	NearestLocation	PSPPH_3580
chromosome	4128203	4128935	733	*	GacA-1_peak_313	1961	4128552	4128992	+	overlapStart	-349	57	NearestLocation	PSPPH_3583
chromosome	4134008	4134373	366	*	GacA-1_peak_314	3877	4133309	4134664	-	inside	656	291	NearestLocation	PSPPH_3587
chromosome	4134729	4135154	426	*	GacA-1_peak_315	3877	4133309	4134664	-	upstream	-65	65	NearestLocation	PSPPH_3587
chromosome	4168456	4168993	538	*	GacA-1_peak_316	3852	4168443	4168518	-	overlapStart	62	13	NearestLocation	PSPPH_3621
chromosome	4183239	4184015	777	*	GacA-1_peak_317	3842	4182967	4183200	-	upstream	-39	39	NearestLocation	PSPPH_3637
chromosome	4202359	4202786	428	*	GacA-1_peak_318	3830	4201524	4202504	-	overlapStart	145	145	NearestLocation	PSPPH_3658
chromosome	4204135	4204620	486	*	GacA-1_peak_319	3829	4202762	4204198	-	overlapStart	63	63	NearestLocation	PSPPH_3659
chromosome	4205400	4205950	551	*	GacA-1_peak_320	3828	4204887	4205183	-	upstream	-217	217	NearestLocation	PSPPH_3661
chromosome	4206241	4206607	367	*	GacA-1_peak_321	3827	4205504	4207195	-	inside	954	588	NearestLocation	PSPPH_3662
chromosome	4207209	4207507	299	*	GacA-1_peak_322	3827	4205504	4207195	-	upstream	-14	14	NearestLocation	PSPPH_3662
chromosome	4221911	4222059	149	*	GacA-1_peak_323	3820	4221051	4221836	-	upstream	-75	75	NearestLocation	PSPPH_3674
chromosome	4222240	4222468	229	*	GacA-1_peak_324	3820	4221051	4221836	-	upstream	-404	404	NearestLocation	PSPPH_3674
chromosome	4233006	4233265	260	*	GacA-1_peak_325	1997	4232944	4233237	+	overlapEnd	62	28	NearestLocation	PSPPH_3685
chromosome	4233421	4233651	231	*	GacA-1_peak_326	1997	4232944	4233237	+	downstream	477	184	NearestLocation	PSPPH_3685
chromosome	4236094	4236364	271	*	GacA-1_peak_327	1999	4236460	4236762	+	upstream	-366	96	NearestLocation	PSPPH_3688
chromosome	4276480	4276643	164	*	GacA-1_peak_328	3784	4275073	4276455	-	upstream	-25	25	NearestLocation	PSPPH_3728
chromosome	4285435	4285764	330	*	GacA-1_peak_329	2015	4285909	4288821	+	upstream	-474	145	NearestLocation	PSPPH_3738
chromosome	4288809	4288990	182	*	GacA-1_peak_330	3776	4289212	4290033	-	downstream	1224	222	NearestLocation	PSPPH_3739
chromosome	4291075	4292219	1145	*	GacA-1_peak_331	2017	4291495	4292421	+	overlapStart	-420	202	NearestLocation	PSPPH_3742
chromosome	4292444	4293783	1340	*	GacA-1_peak_332	2018	4292503	4294374	+	overlapStart	-59	59	NearestLocation	PSPPH_3743
chromosome	4296270	4299191	2922	*	GacA-1_peak_333	2021	4299116	4300219	+	overlapStart	-2846	75	NearestLocation	PSPPH_3747
chromosome	4300004	4301218	1215	*	GacA-1_peak_334	2023	4301193	4302047	+	overlapStart	-1189	25	NearestLocation	PSPPH_3749
chromosome	4301575	4302780	1206	*	GacA-1_peak_335	2024	4302059	4303747	+	overlapStart	-484	484	NearestLocation	PSPPH_3750
chromosome	4302972	4306155	3184	*	GacA-1_peak_336	2028	4306138	4307559	+	overlapStart	-3166	17	NearestLocation	PSPPH_3754
chromosome	4308836	4312144	3309	*	GacA-1_peak_337	3770	4310952	4311974	-	includeFeature	3138	170	NearestLocation	PSPPH_3759
chromosome	4312289	4313807	1519	*	GacA-1_peak_338	2030	4312613	4314121	+	overlapStart	-324	314	NearestLocation	PSPPH_3760
chromosome	4314400	4314690	291	*	GacA-1_peak_339	3768	4314610	4314685	-	includeFeature	285	5	NearestLocation	PSPPH_3762
chromosome	4327109	4327593	485	*	GacA-1_peak_340	3753	4327100	4327477	-	overlapStart	368	9	NearestLocation	PSPPH_3777
chromosome	4327977	4328390	414	*	GacA-1_peak_341	3752	4327795	4328268	-	overlapStart	291	122	NearestLocation	PSPPH_3778
chromosome	4361092	4361319	228	*	GacA-1_peak_342	2049	4360372	4360695	+	downstream	720	397	NearestLocation	PSPPH_3808
chromosome	4362027	4362431	405	*	GacA-1_peak_343	3740	4361212	4362219	-	overlapStart	192	192	NearestLocation	PSPPH_3809
chromosome	4394825	4395317	493	*	GacA-1_peak_344	3711	4393890	4394753	-	upstream	-72	72	NearestLocation	PSPPH_3839
chromosome	4395642	4395875	234	*	GacA-1_peak_345	3710	4394944	4395687	-	overlapStart	45	45	NearestLocation	PSPPH_3840
chromosome	4402195	4402429	235	*	GacA-1_peak_346	2055	4402378	4402725	+	overlapStart	-183	51	NearestLocation	PSPPH_3845
chromosome	4430680	4430829	150	*	GacA-1_peak_347	3694	4429403	4430407	-	upstream	-273	273	NearestLocation	PSPPH_3875
chromosome	4449677	4449877	201	*	GacA-1_peak_348	3683	4449894	4450220	-	downstream	543	17	NearestLocation	PSPPH_3892
chromosome	4459628	4459872	245	*	GacA-1_peak_349	2082	4459823	4461361	+	overlapStart	-195	49	NearestLocation	PSPPH_3901
chromosome	4461224	4461582	359	*	GacA-1_peak_350	2083	4461548	4462624	+	overlapStart	-324	34	NearestLocation	PSPPH_3902
chromosome	4475246	4479790	4545	*	GacA-1_peak_351	2094	4479661	4482798	+	overlapStart	-4415	129	NearestLocation	PSPPH_3922
chromosome	4485250	4485401	152	*	GacA-1_peak_352	3668	4484965	4485342	-	overlapStart	92	59	NearestLocation	PSPPH_3926
chromosome	4516960	4517265	306	*	GacA-1_peak_353	3647	4516240	4517199	-	overlapStart	239	66	NearestLocation	PSPPH_3953
chromosome	4518304	4518456	153	*	GacA-1_peak_354	3645	4517832	4518413	-	overlapStart	109	43	NearestLocation	PSPPH_3955
chromosome	4548445	4549494	1050	*	GacA-1_peak_355	2123	4549481	4549912	+	overlapStart	-1036	13	NearestLocation	PSPPH_3983
chromosome	4549901	4555229	5329	*	GacA-1_peak_356	2124	4555182	4556168	+	overlapStart	-5281	47	NearestLocation	PSPPH_3990
chromosome	4555468	4556018	551	*	GacA-1_peak_357	2124	4555182	4556168	+	inside	286	150	NearestLocation	PSPPH_3990
chromosome	4557919	4558108	190	*	GacA-1_peak_358	3627	4556707	4557963	-	overlapStart	44	44	NearestLocation	PSPPH_3992
chromosome	4558340	4559353	1014	*	GacA-1_peak_359	3626	4558087	4558533	-	overlapStart	193	193	NearestLocation	PSPPH_3993
chromosome	4559671	4559872	202	*	GacA-1_peak_360	3625	4558558	4559706	-	overlapStart	35	35	NearestLocation	PSPPH_3994
chromosome	4561124	4561949	826	*	GacA-1_peak_361	2125	4561373	4562593	+	overlapStart	-249	249	NearestLocation	PSPPH_3996
chromosome	4562095	4563289	1195	*	GacA-1_peak_362	2126	4562590	4563595	+	overlapStart	-495	306	NearestLocation	PSPPH_3997
chromosome	4562095	4563289	1195	*	GacA-1_peak_362	2127	4562590	4563595	+	overlapStart	-495	306	NearestLocation	PSPPH_3997
chromosome	4563429	4563605	177	*	GacA-1_peak_363	3623	4563653	4564270	-	downstream	841	48	NearestLocation	PSPPH_3998
chromosome	4578331	4578700	370	*	GacA-1_peak_364	2136	4578772	4579128	+	upstream	-441	72	NearestLocation	PSPPH_4007
chromosome	4580395	4580609	215	*	GacA-1_peak_365	2138	4580595	4582079	+	overlapStart	-200	14	NearestLocation	PSPPH_4010
chromosome	4584422	4584615	194	*	GacA-1_peak_366	2139	4584575	4585768	+	overlapStart	-153	40	NearestLocation	PSPPH_4013
chromosome	4591663	4591836	174	*	GacA-1_peak_367	3618	4590430	4591731	-	overlapStart	68	68	NearestLocation	PSPPH_4016
chromosome	4596197	4596552	356	*	GacA-1_peak_368	2142	4596548	4596856	+	overlapStart	-351	4	NearestLocation	PSPPH_4021
chromosome	4599742	4600222	481	*	GacA-1_peak_369	2144	4600070	4600450	+	overlapStart	-328	152	NearestLocation	PSPPH_4025
chromosome	4600776	4601010	235	*	GacA-1_peak_370	2144	4600070	4600450	+	downstream	706	326	NearestLocation	PSPPH_4025
chromosome	4611759	4612075	317	*	GacA-1_peak_371	3605	4611823	4612182	-	overlapEnd	423	64	NearestLocation	PSPPH_4037
chromosome	4617151	4617897	747	*	GacA-1_peak_372	3602	4617999	4619348	-	downstream	2197	102	NearestLocation	PSPPH_4042
chromosome	4619401	4620419	1019	*	GacA-1_peak_373	3602	4617999	4619348	-	upstream	-53	53	NearestLocation	PSPPH_4042
chromosome	4630888	4631423	536	*	GacA-1_peak_374	3596	4629677	4630936	-	overlapStart	48	48	NearestLocation	PSPPH_4046
chromosome	4654347	4654711	365	*	GacA-1_peak_375	3585	4654467	4654694	-	includeFeature	347	17	NearestLocation	PSPPH_4071
chromosome	4669943	4670167	225	*	GacA-1_peak_376	2175	4669464	4669847	+	downstream	479	96	NearestLocation	PSPPH_4086
chromosome	4669943	4670167	225	*	GacA-1_peak_376	2176	4669464	4669847	+	downstream	479	96	NearestLocation	PSPPH_4086
chromosome	4671765	4672644	880	*	GacA-1_peak_377	2179	4671941	4673617	+	overlapStart	-176	176	NearestLocation	PSPPH_4089
chromosome	4673957	4674567	611	*	GacA-1_peak_378	2181	4673892	4674476	+	overlapEnd	65	65	NearestLocation	PSPPH_4091
chromosome	4711581	4711918	338	*	GacA-1_peak_379	3550	4711262	4711654	-	overlapStart	73	73	NearestLocation	PSPPH_4125
chromosome	4734792	4735045	254	*	GacA-1_peak_380	2199	4735044	4736537	+	overlapStart	-252	1	NearestLocation	PSPPH_4151
chromosome	4736877	4737079	203	*	GacA-1_peak_381	2201	4736933	4737397	+	overlapStart	-56	56	NearestLocation	PSPPH_4153
chromosome	4756948	4757167	220	*	GacA-1_peak_382	3519	4755836	4756903	-	upstream	-45	45	NearestLocation	PSPPH_4171
chromosome	4792688	4792959	272	*	GacA-1_peak_383	3497	4791562	4792698	-	overlapStart	10	10	NearestLocation	PSPPH_4203
chromosome	4800170	4800337	168	*	GacA-1_peak_384	2217	4800318	4800839	+	overlapStart	-148	19	NearestLocation	PSPPH_4210
chromosome	4804363	4804676	314	*	GacA-1_peak_385	2220	4804338	4804725	+	inside	25	25	NearestLocation	PSPPH_4216
chromosome	4805730	4810652	4923	*	GacA-1_peak_386	2223	4808522	4810060	+	includeFeature	-2792	592	NearestLocation	PSPPH_4219
chromosome	4811767	4811987	221	*	GacA-1_peak_387	2224	4811270	4811839	+	overlapEnd	497	72	NearestLocation	PSPPH_4221
chromosome	4817408	4819573	2166	*	GacA-1_peak_388	2226	4817439	4817939	+	includeFeature	-31	31	NearestLocation	PSPPH_4224
chromosome	4821250	4821538	289	*	GacA-1_peak_389	3486	4819557	4820942	-	upstream	-308	308	NearestLocation	PSPPH_4226
chromosome	4836416	4836647	232	*	GacA-1_peak_390	2231	4836637	4838262	+	overlapStart	-221	10	NearestLocation	PSPPH_4240
chromosome	4838287	4838431	145	*	GacA-1_peak_391	2232	4838479	4839108	+	upstream	-192	48	NearestLocation	PSPPH_4241
chromosome	4842900	4843104	205	*	GacA-1_peak_392	3473	4841519	4842970	-	overlapStart	70	70	NearestLocation	PSPPH_4244
chromosome	4860107	4860322	216	*	GacA-1_peak_393	2239	4860267	4861985	+	overlapStart	-160	55	NearestLocation	PSPPH_4259
chromosome	4875193	4875705	513	*	GacA-1_peak_394	2247	4875484	4876623	+	overlapStart	-291	221	NearestLocation	PSPPH_4269
chromosome	4876227	4876568	342	*	GacA-1_peak_395	2248	4876742	4878001	+	upstream	-515	174	NearestLocation	PSPPH_4270
chromosome	4882446	4882621	176	*	GacA-1_peak_396	3460	4881441	4882421	-	upstream	-25	25	NearestLocation	PSPPH_4274
chromosome	4906679	4907495	817	*	GacA-1_peak_397	2261	4906736	4907134	+	includeFeature	-57	57	NearestLocation	PSPPH_4297
chromosome	4909315	4916125	6811	*	GacA-1_peak_398	3442	4914842	4915939	-	includeFeature	6624	186	NearestLocation	PSPPH_4303
chromosome	4921863	4922868	1006	*	GacA-1_peak_399	3437	4922183	4922743	-	includeFeature	880	125	NearestLocation	PSPPH_4308
chromosome	4923111	4924287	1177	*	GacA-1_peak_400	3436	4922740	4923258	-	overlapStart	147	147	NearestLocation	PSPPH_4309
chromosome	4928518	4930706	2189	*	GacA-1_peak_401	3430	4927732	4928802	-	overlapStart	284	284	NearestLocation	PSPPH_4315
chromosome	4931089	4934291	3203	*	GacA-1_peak_402	2262	4933154	4934137	+	includeFeature	-2065	154	NearestLocation	PSPPH_4319
chromosome	4935057	4935997	941	*	GacA-1_peak_403	2263	4934372	4935445	+	overlapEnd	685	388	NearestLocation	PSPPH_4320
chromosome	4961594	4961732	139	*	GacA-1_peak_404	3414	4960137	4961576	-	upstream	-18	18	NearestLocation	PSPPH_4340
